,fut_close,direction,dt_open,remain_close,remain_open,basis_close,basis_open,fut_slope,spot_open,spot_close,basis_rtn,count,spot_slope,fut_rtn,slope_diff,dt_close,cmd,fut_open
4,631.6,1,2017-03-29,10.0,40.0,-5.600000000000023,47.0,2.5043609022556392,682.0,626.0,52.60000000000002,4,3.4075187969924814,-3.3999999999999773,0.9031578947368422,2017-04-28,ZC,635.0
5,632.2,1,2017-07-31,7.0,38.0,-12.200000000000045,25.200000000000045,1.1242105263157895,635.0,620.0,37.40000000000009,5,2.2022556390977446,22.40000000000009,1.078045112781955,2017-08-31,ZC,609.8
6,690.0,1,2017-11-29,10.0,40.0,12.0,18.399999999999977,1.8037593984962055,677.0,702.0,6.399999999999977,6,-0.8924812030075188,31.399999999999977,-2.696240601503724,2017-12-29,ZC,658.6
7,619.8,1,2018-03-29,11.0,40.0,-30.799999999999955,31.799999999999955,-2.99609022556391,609.0,589.0,62.59999999999991,7,-3.0443609022556393,42.59999999999991,-0.04827067669172935,2018-04-27,ZC,577.2
8,629.2,1,2018-07-30,7.0,39.0,-7.2000000000000455,21.600000000000023,-1.9881203007518446,614.0,622.0,28.800000000000068,8,-3.3917293233082706,36.80000000000007,-1.403609022556426,2018-08-31,ZC,592.4
9,593.6,1,2018-11-28,38.0,40.0,33.39999999999998,29.200000000000045,-1.3717293233082706,632.0,627.0,-4.199999999999932,9,-1.0609022556390977,-9.199999999999932,0.3108270676691729,2018-11-30,ZC,602.8
1,4006.0,-1,2014-05-07,17.0,40.0,119.0,-11.0,0.7218045112781954,4125.0,4125.0,130.0,1,-0.0,130.0,-0.7218045112781954,2014-05-30,BU,4136.0
2,3520.0,1,2014-11-05,17.0,40.0,580.0,199.0,-1.7308270676691728,4225.0,4100.0,-381.0,2,-2.255639097744361,-506.0,-0.5248120300751882,2014-11-28,BU,4026.0
3,2996.0,-1,2015-05-06,17.0,40.0,104.0,-174.0,-5.44812030075188,3150.0,3100.0,278.0,3,3.6090225563909772,328.0,9.057142857142857,2015-05-29,BU,3324.0
4,1938.0,1,2015-11-05,15.0,40.0,437.0,406.0,-16.05263157894737,2650.0,2375.0,-31.0,4,-4.774436090225564,-306.0,11.278195488721806,2015-11-30,BU,2244.0
5,1706.0,1,2016-05-06,15.0,40.0,69.0,20.0,3.7774436090225563,1800.0,1775.0,-49.0,5,1.9172932330827068,-74.0,-1.8601503759398494,2016-05-31,BU,1780.0
6,1916.0,1,2016-11-07,15.0,38.0,59.0,28.0,2.745864661654135,1800.0,1975.0,-31.0,6,1.5789473684210527,144.0,-1.1669172932330825,2016-11-30,BU,1772.0
7,2260.0,1,2017-05-08,15.0,38.0,190.0,186.0,-6.132330827067669,2600.0,2450.0,-4.0,7,-3.2030075187969924,-154.0,2.9293233082706767,2017-05-31,BU,2414.0
8,2482.0,-1,2017-11-06,15.0,39.0,158.0,-20.0,7.329323308270677,2510.0,2640.0,178.0,8,1.3233082706766917,48.0,-6.006015037593985,2017-11-30,BU,2530.0
9,3048.0,1,2018-05-07,15.0,39.0,172.0,111.0,2.345864661654135,2985.0,3220.0,-61.0,9,8.763157894736842,174.0,6.417293233082708,2018-05-31,BU,2874.0
10,2922.0,1,2018-11-07,17.0,40.0,1053.0,585.0,-24.5593984962406,3975.0,3975.0,-468.0,10,-0.0,-468.0,24.5593984962406,2018-11-30,BU,3390.0
1,3450.0,-1,2009-09-07,15.0,38.0,-20.0,-378.0,-44.41954887218045,3440.0,3430.0,358.0,1,-33.69924812030075,368.0,10.720300751879698,2009-09-30,RB,3818.0
2,3901.0,-1,2009-12-07,15.0,39.0,-71.0,-35.0,-8.563157894736841,3740.0,3830.0,-36.0,2,-0.9097744360902256,-126.0,7.653383458646616,2009-12-31,RB,3775.0
3,4290.0,-1,2010-04-07,17.0,40.0,-50.0,-190.0,12.921804511278195,4270.0,4240.0,140.0,3,21.112781954887218,170.0,8.190977443609023,2010-04-30,RB,4460.0
4,4180.0,-1,2010-09-06,15.0,39.0,120.0,-168.0,7.571428571428571,4300.0,4300.0,288.0,4,8.80451127819549,288.0,1.2330827067669183,2010-09-30,RB,4468.0
5,5130.0,1,2010-12-08,17.0,40.0,-440.0,19.0,9.968421052631578,4710.0,4690.0,459.0,5,4.827067669172933,439.0,-5.141353383458646,2010-12-31,RB,4691.0
6,4901.0,-1,2011-04-06,17.0,40.0,-81.0,-150.0,0.7030075187969925,4650.0,4820.0,69.0,6,-0.518796992481203,-101.0,-1.2218045112781954,2011-04-29,RB,4800.0
7,4350.0,-1,2011-09-07,17.0,40.0,270.0,-106.0,-0.43082706766917295,4800.0,4620.0,376.0,7,-2.1954887218045114,556.0,-1.7646616541353384,2011-09-30,RB,4906.0
8,4331.0,1,2011-12-05,14.0,39.0,9.0,59.0,6.338345864661654,4410.0,4340.0,50.0,8,1.0601503759398496,-20.0,-5.2781954887218046,2011-12-30,RB,4351.0
9,4185.0,-1,2012-04-05,18.0,40.0,85.0,-86.0,2.8586466165413533,4240.0,4270.0,171.0,9,2.654135338345865,141.0,-0.20451127819548853,2012-04-27,RB,4326.0
10,3650.0,1,2012-09-05,17.0,40.0,130.0,180.0,-19.382706766917295,3510.0,3780.0,50.0,10,-8.353383458646617,320.0,11.029323308270678,2012-09-28,RB,3330.0
11,3860.0,-1,2012-12-06,15.0,40.0,-190.0,-21.0,-6.078195488721804,3590.0,3670.0,-169.0,11,-17.857142857142858,-249.0,-11.778947368421054,2012-12-31,RB,3611.0
12,3500.0,-1,2013-04-08,19.0,37.0,40.0,-90.0,-7.393233082706767,3660.0,3540.0,130.0,12,-3.2481203007518795,250.0,4.145112781954888,2013-04-26,RB,3750.0
13,3442.0,-1,2013-09-05,15.0,40.0,-2.0,-61.0,-9.775187969924811,3490.0,3440.0,59.0,13,-3.6090225563909772,109.0,6.166165413533834,2013-09-30,RB,3551.0
14,3347.0,1,2013-12-06,15.0,40.0,93.0,90.0,2.0255639097744362,3650.0,3440.0,-3.0,14,1.6842105263157894,-213.0,-0.34135338345864685,2013-12-31,RB,3560.0
15,3325.0,-1,2014-04-08,15.0,37.0,-105.0,-43.0,9.334586466165414,3270.0,3220.0,-62.0,15,6.609022556390977,-12.0,-2.7255639097744364,2014-04-30,RB,3313.0
16,2452.0,1,2014-09-05,15.0,40.0,328.0,61.0,-17.73609022556391,2810.0,2780.0,-267.0,16,-13.93984962406015,-297.0,3.7962406015037597,2014-09-30,RB,2749.0
17,2595.0,1,2014-12-08,15.0,38.0,75.0,144.0,1.343609022556391,2790.0,2670.0,69.0,17,-7.601503759398496,-51.0,-8.945112781954887,2014-12-31,RB,2646.0
18,2198.0,1,2015-04-07,15.0,38.0,122.0,110.0,-1.6037593984962406,2400.0,2320.0,-12.0,18,7.383458646616542,-92.0,8.987218045112783,2015-04-30,RB,2290.0
19,1767.0,1,2015-09-07,15.0,38.0,223.0,124.0,-10.393984962406016,2060.0,1990.0,-99.0,19,-6.172932330827067,-169.0,4.2210526315789485,2015-09-30,RB,1936.0
20,1845.0,1,2015-12-07,15.0,39.0,45.0,134.0,-10.789473684210526,1740.0,1890.0,89.0,20,-10.691729323308271,239.0,0.09774436090225436,2015-12-31,RB,1606.0
21,2787.0,1,2016-04-06,17.0,40.0,43.0,20.0,16.010526315789473,2370.0,2830.0,-23.0,21,6.819548872180451,437.0,-9.190977443609022,2016-04-29,RB,2350.0
22,2163.0,1,2016-09-07,17.0,40.0,177.0,110.0,-11.288721804511278,2480.0,2340.0,-67.0,22,2.398496240601504,-207.0,13.687218045112783,2016-09-30,RB,2370.0
23,2923.0,1,2016-12-07,17.0,40.0,227.0,65.0,14.580451127819549,3330.0,3150.0,-162.0,23,19.849624060150376,-342.0,5.269172932330827,2016-12-30,RB,3265.0
24,3409.0,1,2017-04-05,17.0,40.0,-29.0,142.0,-8.039097744360902,3600.0,3380.0,171.0,24,-9.654135338345865,-49.0,-1.6150375939849635,2017-04-28,RB,3458.0
25,3982.0,1,2017-09-06,17.0,40.0,-112.0,57.0,9.60827067669173,4160.0,3870.0,169.0,25,5.383458646616542,-121.0,-4.224812030075188,2017-09-29,RB,4103.0
26,4248.0,1,2017-12-06,17.0,40.0,72.0,586.0,32.06842105263158,4930.0,4320.0,514.0,26,50.70676691729323,-96.0,18.63834586466165,2017-12-29,RB,4344.0
27,3954.0,1,2018-04-09,18.0,36.0,6.0,21.0,-10.664661654135339,3670.0,3960.0,15.0,27,-14.827067669172932,305.0,-4.162406015037593,2018-04-27,RB,3649.0
28,4567.0,1,2018-09-05,17.0,40.0,-17.0,130.0,5.226315789473684,4510.0,4550.0,147.0,28,8.669172932330827,187.0,3.442857142857143,2018-09-28,RB,4380.0
1,6330.0,-1,2013-04-08,19.0,37.0,0.0,-160.0,-2.7030075187969924,6300.0,6330.0,160.0,1,-4.2180451127819545,130.0,-1.515037593984962,2013-04-26,V,6460.0
2,6555.0,1,2013-08-05,14.0,39.0,145.0,25.0,7.417293233082707,6780.0,6700.0,-120.0,2,11.022556390977444,-200.0,3.605263157894737,2013-08-30,V,6755.0
3,6230.0,-1,2013-12-06,15.0,40.0,-30.0,-10.0,-1.349624060150376,6300.0,6200.0,-20.0,3,3.1954887218045114,80.0,4.545112781954887,2013-12-31,V,6310.0
4,6005.0,-1,2014-04-08,16.0,38.0,25.0,-180.0,9.781954887218046,5850.0,6030.0,205.0,4,4.609022556390977,25.0,-5.172932330827068,2014-04-30,V,6030.0
5,5970.0,-1,2014-08-06,17.0,40.0,10.0,-110.0,1.9398496240601504,5980.0,5980.0,120.0,5,-0.7443609022556391,120.0,-2.6842105263157894,2014-08-29,V,6090.0
6,5755.0,1,2014-12-08,16.0,39.0,45.0,175.0,-1.2969924812030076,5970.0,5800.0,130.0,6,-0.7443609022556391,-40.0,0.5526315789473685,2014-12-31,V,5795.0
7,5875.0,-1,2015-04-07,15.0,38.0,-175.0,-180.0,34.12781954887218,5700.0,5700.0,5.0,7,30.7593984962406,5.0,-3.3684210526315823,2015-04-30,V,5880.0
8,5245.0,-1,2015-08-07,16.0,40.0,55.0,-80.0,-0.8383458646616542,5250.0,5300.0,135.0,8,-9.601503759398497,85.0,-8.763157894736842,2015-08-31,V,5330.0
9,4890.0,1,2015-12-07,15.0,39.0,-140.0,30.0,-3.3533834586466167,4620.0,4750.0,170.0,9,-7.7443609022556394,300.0,-4.390977443609023,2015-12-31,V,4590.0
10,5490.0,1,2016-04-06,17.0,40.0,-180.0,70.0,-1.1278195488721805,5340.0,5310.0,250.0,10,4.7669172932330826,220.0,5.894736842105263,2016-04-29,V,5270.0
11,5795.0,-1,2016-08-05,14.0,40.0,85.0,-160.0,1.093984962406015,5650.0,5880.0,245.0,11,2.1278195488721803,15.0,1.0338345864661653,2016-08-31,V,5810.0
12,6180.0,1,2016-12-07,17.0,40.0,70.0,280.0,-62.443609022556394,7300.0,6250.0,210.0,12,-56.65413533834587,-840.0,5.789473684210527,2016-12-30,V,7020.0
13,5745.0,-1,2017-04-05,17.0,40.0,-195.0,-135.0,-23.19924812030075,6130.0,5550.0,-60.0,13,-12.353383458646617,520.0,10.845864661654135,2017-04-28,V,6265.0
14,7585.0,-1,2017-08-07,14.0,38.0,-35.0,-155.0,35.40601503759399,7200.0,7550.0,120.0,14,30.428571428571427,-230.0,-4.977443609022561,2017-08-31,V,7355.0
15,6470.0,-1,2017-12-06,17.0,40.0,-70.0,-245.0,3.225563909774436,6250.0,6400.0,175.0,15,-7.097744360902255,25.0,-10.32330827067669,2017-12-29,V,6495.0
16,6900.0,-1,2018-04-09,18.0,36.0,-150.0,-185.0,10.06766917293233,6450.0,6750.0,35.0,16,5.7518796992481205,-265.0,-4.31578947368421,2018-04-27,V,6635.0
17,6970.0,-1,2018-08-06,14.0,39.0,-70.0,-65.0,13.417293233082706,7100.0,6900.0,-5.0,17,8.263157894736842,195.0,-5.1541353383458635,2018-08-31,V,7165.0
1,3000.0,1,2014-09-05,15.0,40.0,0.0,94.0,-14.04360902255639,3150.0,3000.0,94.0,1,-13.759398496240602,-56.0,0.284210526315789,2014-09-30,HC,3056.0
2,2970.0,1,2014-12-08,15.0,38.0,160.0,132.0,8.354887218045112,3130.0,3130.0,-28.0,2,4.796992481203008,-28.0,-3.5578947368421048,2014-12-31,HC,2998.0
3,2401.0,1,2015-04-07,15.0,38.0,109.0,138.0,-5.690225563909775,2480.0,2510.0,29.0,3,0.5714285714285714,59.0,6.261654135338346,2015-04-30,HC,2342.0
4,1767.0,1,2015-09-07,15.0,38.0,243.0,114.0,-10.292481203007519,2030.0,2010.0,-129.0,4,-5.368421052631579,-149.0,4.92406015037594,2015-09-30,HC,1916.0
5,2060.0,1,2015-12-07,15.0,39.0,60.0,144.0,-2.8729323308270676,1900.0,2120.0,84.0,5,-4.022556390977444,304.0,-1.1496240601503764,2015-12-31,HC,1756.0
6,3098.0,1,2016-04-06,17.0,40.0,22.0,95.0,15.642105263157895,2600.0,3120.0,73.0,6,6.646616541353383,593.0,-8.995488721804511,2016-04-29,HC,2505.0
7,2753.0,1,2016-09-07,17.0,40.0,57.0,177.0,-2.3781954887218046,2870.0,2810.0,120.0,7,5.503759398496241,60.0,7.881954887218045,2016-09-30,HC,2693.0
8,3550.0,1,2016-12-07,17.0,40.0,270.0,42.0,21.652631578947368,3820.0,3820.0,-228.0,8,19.210526315789473,-228.0,-2.4421052631578952,2016-12-30,HC,3778.0
9,3195.0,1,2017-04-05,17.0,40.0,-5.0,114.0,-13.507518796992482,3430.0,3190.0,119.0,9,-18.924812030075188,-121.0,-5.417293233082706,2017-04-28,HC,3316.0
10,4149.0,1,2017-09-06,17.0,40.0,-39.0,79.0,18.285714285714285,4350.0,4110.0,118.0,10,10.503759398496241,-122.0,-7.781954887218044,2017-09-29,HC,4271.0
11,4160.0,1,2017-12-06,17.0,40.0,190.0,262.0,9.151127819548872,4380.0,4350.0,72.0,11,9.263157894736842,42.0,0.11203007518797037,2017-12-29,HC,4118.0
12,4119.0,1,2018-04-09,18.0,36.0,101.0,168.0,-9.914285714285715,3950.0,4220.0,67.0,12,-8.300751879699249,337.0,1.613533834586466,2018-04-27,HC,3782.0
13,4279.0,1,2018-09-05,17.0,40.0,51.0,125.0,5.264661654135338,4400.0,4330.0,74.0,13,3.142857142857143,4.0,-2.1218045112781954,2018-09-28,HC,4275.0
1,8762.0,-1,2007-04-11,21.0,40.0,3.0,-245.0,10.359398496240601,8275.0,8765.0,248.0,1,20.58045112781955,-242.0,10.22105263157895,2007-04-30,TA,8520.0
2,7822.0,-1,2007-08-06,14.0,39.0,-22.0,-57.0,-9.037593984962406,8335.0,7800.0,35.0,2,-3.7781954887218046,570.0,5.2593984962406015,2007-08-31,TA,8392.0
3,7048.0,-1,2007-12-06,18.0,40.0,-123.0,-159.0,-40.846616541353384,6875.0,6925.0,36.0,3,-25.642857142857142,-14.0,15.203759398496242,2007-12-28,TA,7034.0
4,7892.0,-1,2008-04-07,16.0,39.0,23.0,-73.0,-7.2105263157894735,7935.0,7915.0,96.0,4,7.488721804511278,116.0,14.699248120300751,2008-04-30,TA,8008.0
5,8900.0,-1,2008-08-04,14.0,39.0,-510.0,-413.0,-13.443609022556391,9025.0,8390.0,-97.0,5,-43.150375939849624,538.0,-29.706766917293233,2008-08-29,TA,9438.0
6,5218.0,-1,2008-12-08,16.0,39.0,-68.0,-5.0,19.227067669172932,4775.0,5150.0,-63.0,6,18.81578947368421,-438.0,-0.41127819548872324,2008-12-31,TA,4780.0
7,7920.0,1,2009-04-07,15.0,38.0,-70.0,60.0,67.27368421052631,7050.0,7850.0,130.0,7,57.36842105263158,930.0,-9.90526315789473,2009-04-30,TA,6990.0
8,7524.0,-1,2009-08-05,14.0,40.0,51.0,-113.0,65.71729323308271,8275.0,7575.0,164.0,8,57.72932330827068,864.0,-7.987969924812035,2009-08-31,TA,8388.0
9,7880.0,1,2009-12-07,15.0,39.0,-140.0,25.0,13.351879699248121,7965.0,7740.0,165.0,9,23.338345864661655,-60.0,9.986466165413534,2009-12-31,TA,7940.0
10,8060.0,-1,2010-04-07,17.0,40.0,-35.0,-139.0,9.018045112781955,8265.0,8025.0,104.0,10,13.548872180451127,344.0,4.530827067669172,2010-04-30,TA,8404.0
11,7270.0,-1,2010-08-05,14.0,40.0,25.0,-69.0,11.204511278195488,7175.0,7295.0,94.0,11,12.443609022556391,-26.0,1.2390977443609028,2010-08-31,TA,7244.0
12,9926.0,-1,2010-12-08,17.0,40.0,-51.0,-99.0,-46.8406015037594,9225.0,9875.0,48.0,12,-39.5187969924812,-602.0,7.321804511278202,2010-12-31,TA,9324.0
13,10612.0,1,2011-04-06,17.0,40.0,-137.0,25.0,-6.810526315789474,11065.0,10475.0,162.0,13,-10.552631578947368,-428.0,-3.742105263157894,2011-04-29,TA,11040.0
14,10290.0,1,2011-08-08,15.0,38.0,-140.0,121.0,29.02857142857143,9675.0,10150.0,261.0,14,36.88345864661654,736.0,7.854887218045111,2011-08-31,TA,9554.0
15,8758.0,-1,2011-12-08,18.0,40.0,-283.0,-105.0,29.688721804511278,8485.0,8475.0,-178.0,15,21.68421052631579,-168.0,-8.004511278195487,2011-12-30,TA,8590.0
16,8750.0,-1,2012-04-05,18.0,40.0,-50.0,-140.0,-19.396992481203007,8600.0,8700.0,90.0,16,-15.56766917293233,-10.0,3.829323308270677,2012-04-27,TA,8740.0
17,8084.0,-1,2012-08-06,14.0,39.0,66.0,-76.0,12.712781954887218,7850.0,8150.0,142.0,17,16.13157894736842,-158.0,3.4187969924812034,2012-08-31,TA,7926.0
18,8680.0,-1,2012-12-10,17.0,38.0,10.0,-142.0,28.778947368421054,8400.0,8690.0,152.0,18,11.80451127819549,-138.0,-16.974436090225566,2012-12-31,TA,8542.0
19,7766.0,-1,2013-04-08,19.0,37.0,-16.0,-100.0,-25.31578947368421,7800.0,7750.0,84.0,19,-22.597744360902254,134.0,2.7180451127819545,2013-04-26,TA,7900.0
20,7732.0,-1,2013-08-05,14.0,39.0,43.0,-72.0,-1.8887218045112781,7830.0,7775.0,115.0,20,3.7218045112781954,170.0,5.610526315789474,2013-08-30,TA,7902.0
21,7572.0,-1,2013-12-06,15.0,40.0,-157.0,-205.0,-2.395488721804511,7365.0,7415.0,48.0,21,-0.47368421052631576,-2.0,1.9218045112781954,2013-12-31,TA,7570.0
22,6116.0,-1,2014-04-08,16.0,38.0,-21.0,-77.0,8.341353383458646,6375.0,6095.0,56.0,22,16.466165413533833,336.0,8.124812030075187,2014-04-30,TA,6452.0
23,7130.0,1,2014-08-06,17.0,40.0,-70.0,111.0,15.884210526315789,7485.0,7060.0,181.0,23,14.030075187969924,-244.0,-1.8541353383458645,2014-08-29,TA,7374.0
24,4690.0,-1,2014-12-08,16.0,39.0,-100.0,-70.0,-13.76390977443609,5260.0,4590.0,-30.0,24,-7.421052631578948,640.0,6.3428571428571425,2014-12-31,TA,5330.0
25,5132.0,-1,2015-04-07,15.0,38.0,-32.0,-100.0,-8.581954887218044,4610.0,5100.0,68.0,25,-2.851503759398496,-422.0,5.730451127819548,2015-04-30,TA,4710.0
26,4240.0,-1,2015-08-07,16.0,40.0,21.0,-86.0,-0.6571428571428571,4470.0,4261.0,107.0,26,2.1635338345864663,316.0,2.8206766917293233,2015-08-31,TA,4556.0
27,4326.0,1,2015-12-07,15.0,39.0,-26.0,87.5,-4.837593984962406,4577.5,4300.0,113.5,27,-4.148496240601504,-164.0,0.6890977443609021,2015-12-31,TA,4490.0
28,4866.0,-1,2016-04-06,17.0,40.0,2.5,-46.5,2.9759398496240603,4577.5,4868.5,49.0,28,6.177443609022556,-242.0,3.201503759398496,2016-04-29,TA,4624.0
29,4552.0,-1,2016-08-05,14.0,40.0,8.5,-22.5,-6.195488721804511,4567.5,4560.5,31.0,29,-2.245864661654135,38.0,3.9496240601503763,2016-08-31,TA,4590.0
30,5294.0,-1,2016-12-07,17.0,40.0,-26.0,-104.0,9.61654135338346,4968.0,5268.0,78.0,30,11.93796992481203,-222.0,2.321428571428571,2016-12-30,TA,5072.0
31,4784.0,-1,2017-04-05,17.0,40.0,-14.0,-51.0,-21.054135338345866,4935.0,4770.0,37.0,31,-20.263157894736842,202.0,0.7909774436090231,2017-04-28,TA,4986.0
32,5184.0,1,2017-08-07,14.0,38.0,26.0,7.0,-13.08421052631579,5115.0,5210.0,-19.0,32,-11.135338345864662,76.0,1.9488721804511275,2017-08-31,TA,5108.0
33,5524.0,1,2017-12-06,17.0,40.0,176.0,172.0,1.8075187969924813,5800.0,5700.0,-4.0,33,9.146616541353383,-104.0,7.3390977443609025,2017-12-29,TA,5628.0
34,5584.0,1,2018-04-09,18.0,36.0,-4.0,37.0,-10.430075187969924,5425.0,5580.0,41.0,34,-16.218045112781954,196.0,-5.78796992481203,2018-04-27,TA,5388.0
35,9216.0,1,2018-08-06,14.0,39.0,24.0,182.0,52.2015037593985,7250.0,9240.0,158.0,35,57.90601503759399,2148.0,5.70451127819549,2018-08-31,TA,7068.0
