,close,close_dt,commodity,contract,count,direction,holding_period,multiplier,open,open_dt,pnl,rtn,tcost,tcost_mode,tcost_unit,volume
0,4576.0,2016-03-04,TA,TA.CZC,1,1.0,3,5,4578.0,2016-03-02,-14610.0,-0.00043687199650502403,0,,,1461.0
1,4576.0,2016-03-04,TA,TA.CZC,2,1.0,2,5,4546.0,2016-03-03,439950.0,0.006599208095028597,0,,,2933.0
2,4796.0,2016-08-09,TA,TA.CZC,3,1.0,2,5,4778.0,2016-08-08,377370.0,0.0037672666387609877,0,,,4193.0
3,4898.0,2016-11-15,TA,TA.CZC,4,1.0,2,5,5222.0,2016-11-14,-2162700.0,-0.062045193412485634,0,,,1335.0
4,4938.0,2016-11-16,TA,TA.CZC,5,1.0,3,5,5222.0,2016-11-14,-849160.0,-0.05438529299119112,0,,,598.0
5,5652.0,2017-01-26,TA,TA.CZC,6,1.0,3,5,5564.0,2017-01-24,1579160.0,0.015815959741193385,0,,,3589.0
6,5652.0,2017-01-26,TA,TA.CZC,7,1.0,2,5,5568.0,2017-01-25,1260.0,0.015086206896551725,0,,,3.0
7,5182.0,2017-07-12,TA,TA.CZC,8,1.0,7,5,4942.0,2017-07-06,1616400.0,0.04856333468231485,0,,,1347.0
8,4948.0,2017-07-11,TA,TA.CZC,9,1.0,5,5,4972.0,2017-07-07,-120.0,-0.004827031375703942,0,,,1.0
9,4948.0,2017-07-11,TA,TA.CZC,10,1.0,2,5,4950.0,2017-07-10,-20210.0,-0.00040404040404040404,0,,,2021.0
10,5182.0,2017-07-12,TA,TA.CZC,11,1.0,6,5,4972.0,2017-07-07,708750.0,0.042236524537409496,0,,,675.0
11,5152.0,2017-10-09,TA,TA.CZC,12,-1.0,11,5,5130.0,2017-09-29,-770.0,-0.0042884990253411305,0,,,7.0
12,5140.0,2017-10-11,TA,TA.CZC,13,-1.0,13,5,5130.0,2017-09-29,-16100.0,-0.001949317738791423,0,,,322.0
13,5140.0,2017-10-11,TA,TA.CZC,14,-1.0,2,5,5140.0,2017-10-10,-0.0,-0.0,0,,,2.0
14,5128.0,2017-10-12,TA,TA.CZC,15,-1.0,14,5,5130.0,2017-09-29,9740.0,0.0003898635477582846,0,,,974.0
15,5348.0,2017-11-10,TA,TA.CZC,16,1.0,4,5,5310.0,2017-11-07,357960.0,0.007156308851224105,0,,,1884.0
16,5304.0,2017-11-09,TA,TA.CZC,17,1.0,2,5,5308.0,2017-11-08,-37500.0,-0.0007535795026375283,0,,,1875.0
17,5348.0,2017-11-10,TA,TA.CZC,18,1.0,3,5,5308.0,2017-11-08,600.0,0.007535795026375283,0,,,3.0
18,5622.0,2017-11-15,TA,TA.CZC,19,1.0,2,5,5538.0,2017-11-14,760620.0,0.015167930660888408,0,,,1811.0
19,5692.0,2018-05-30,TA,TA.CZC,20,-1.0,2,5,5690.0,2018-05-29,-11720.0,-0.000351493848857645,0,,,1172.0
20,5800.0,2018-06-29,TA,TA.CZC,21,-1.0,10,5,5562.0,2018-06-20,-474810.0,-0.042790363178712695,0,,,399.0
21,5800.0,2018-06-29,TA,TA.CZC,22,-1.0,9,5,5580.0,2018-06-21,-55000.0,-0.03942652329749104,0,,,50.0
22,5622.0,2018-06-25,TA,TA.CZC,23,-1.0,4,5,5570.0,2018-06-22,-1040.0,-0.00933572710951526,0,,,4.0
23,5800.0,2018-06-29,TA,TA.CZC,24,-1.0,8,5,5570.0,2018-06-22,-304750.0,-0.04129263913824058,0,,,265.0
24,5800.0,2018-06-29,TA,TA.CZC,25,-1.0,4,5,5626.0,2018-06-26,-153120.0,-0.030927835051546393,0,,,176.0
25,5790.0,2018-06-28,TA,TA.CZC,26,-1.0,2,5,5632.0,2018-06-27,-28440.0,-0.028053977272727272,0,,,36.0
26,5800.0,2018-06-29,TA,TA.CZC,27,-1.0,3,5,5632.0,2018-06-27,-215040.0,-0.029829545454545456,0,,,256.0
27,6882.0,2018-08-06,TA,TA.CZC,28,1.0,4,5,6652.0,2018-08-03,1152300.0,0.03457606734816596,0,,,1002.0
28,6780.0,2018-08-09,TA,TA.CZC,29,-1.0,2,5,6580.0,2018-08-08,-542000.0,-0.030395136778115502,0,,,542.0
29,6724.0,2018-08-10,TA,TA.CZC,30,-1.0,3,5,6580.0,2018-08-08,-706320.0,-0.02188449848024316,0,,,981.0
30,3476.0,2016-02-22,AG,AG.SHF,1,1.0,7,15,3464.0,2016-02-16,345780.0,0.003464203233256351,0,,,1921.0
31,3465.0,2016-02-18,AG,AG.SHF,2,1.0,2,15,3470.0,2016-02-17,-150.0,-0.001440922190201729,0,,,2.0
32,3476.0,2016-02-22,AG,AG.SHF,3,1.0,6,15,3470.0,2016-02-17,180.0,0.001729106628242075,0,,,2.0
33,3476.0,2016-02-22,AG,AG.SHF,4,1.0,4,15,3455.0,2016-02-19,2205.0,0.006078147612156295,0,,,7.0
34,3353.0,2016-03-02,AG,AG.SHF,5,-1.0,2,15,3321.0,2016-03-01,-647520.0,-0.009635651912074676,0,,,1349.0
35,3334.0,2016-03-03,AG,AG.SHF,6,-1.0,3,15,3321.0,2016-03-01,-129480.0,-0.003914483589280337,0,,,664.0
36,3701.0,2016-04-21,AG,AG.SHF,7,1.0,2,15,3689.0,2016-04-20,329040.0,0.003252914068853348,0,,,1828.0
37,3871.0,2016-06-16,AG,AG.SHF,8,1.0,3,15,3867.0,2016-06-14,103980.0,0.001034393586759762,0,,,1733.0
38,3975.0,2016-10-13,AG,AG.SHF,9,-1.0,3,15,3974.0,2016-10-11,-6285.0,-0.0002516356316054353,0,,,419.0
39,3975.0,2016-10-13,AG,AG.SHF,10,-1.0,2,15,3979.0,2016-10-12,8040.0,0.0010052777079668257,0,,,134.0
40,4391.0,2016-11-11,AG,AG.SHF,11,1.0,2,15,4251.0,2016-11-10,823200.0,0.03293342742884027,0,,,392.0
41,4425.0,2016-11-14,AG,AG.SHF,12,1.0,5,15,4251.0,2016-11-10,1017900.0,0.040931545518701484,0,,,390.0
42,4130.0,2016-11-16,AG,AG.SHF,13,-1.0,2,15,4141.0,2016-11-15,37950.0,0.0026563631972953395,0,,,230.0
43,4110.0,2016-12-20,AG,AG.SHF,14,-1.0,2,15,4112.0,2016-12-19,30.0,0.00048638132295719845,0,,,1.0
44,3960.0,2016-12-21,AG,AG.SHF,15,-1.0,3,15,4112.0,2016-12-19,3693600.0,0.03696498054474708,0,,,1620.0
45,4171.0,2017-03-07,AG,AG.SHF,16,-1.0,2,15,4155.0,2017-03-06,-960.0,-0.0038507821901323704,0,,,4.0
46,4157.0,2017-03-08,AG,AG.SHF,17,-1.0,3,15,4155.0,2017-03-06,-47970.0,-0.0004813477737665463,0,,,1599.0
47,4164.0,2017-04-12,AG,AG.SHF,18,-1.0,2,15,4150.0,2017-04-11,-168420.0,-0.0033734939759036144,0,,,802.0
48,3863.0,2017-07-06,AG,AG.SHF,19,-1.0,2,15,3882.0,2017-07-05,81225.0,0.004894384337970119,0,,,285.0
49,3885.0,2017-07-07,AG,AG.SHF,20,-1.0,3,15,3882.0,2017-07-05,-25650.0,-0.0007727975270479134,0,,,570.0
50,3840.0,2017-07-17,AG,AG.SHF,21,-1.0,7,15,3675.0,2017-07-11,-2247300.0,-0.044897959183673466,0,,,908.0
51,3831.0,2017-07-13,AG,AG.SHF,22,-1.0,2,15,3750.0,2017-07-12,-31590.0,-0.0216,0,,,26.0
52,3813.0,2017-07-14,AG,AG.SHF,23,-1.0,3,15,3750.0,2017-07-12,-13230.0,-0.0168,0,,,14.0
53,3840.0,2017-07-17,AG,AG.SHF,24,-1.0,6,15,3750.0,2017-07-12,-1131300.0,-0.024,0,,,838.0
54,3985.0,2017-11-23,AG,AG.SHF,25,1.0,2,15,3984.0,2017-11-22,6270.0,0.000251004016064257,0,,,418.0
55,3746.0,2017-12-12,AG,AG.SHF,26,1.0,21,15,3984.0,2017-11-22,-1492260.0,-0.05973895582329317,0,,,418.0
56,3984.0,2017-11-27,AG,AG.SHF,27,1.0,4,15,3988.0,2017-11-24,-50280.0,-0.0010030090270812437,0,,,838.0
57,3729.0,2017-12-08,AG,AG.SHF,28,1.0,15,15,3988.0,2017-11-24,-944055.0,-0.06494483450351053,0,,,243.0
58,3991.0,2017-11-29,AG,AG.SHF,29,1.0,2,15,3990.0,2017-11-28,12555.0,0.0002506265664160401,0,,,837.0
59,3729.0,2017-12-08,AG,AG.SHF,30,1.0,11,15,3990.0,2017-11-28,-3915.0,-0.06541353383458647,0,,,1.0
60,3882.0,2017-12-01,AG,AG.SHF,31,1.0,2,15,3951.0,2017-11-30,-855945.0,-0.017463933181473046,0,,,827.0
61,3729.0,2017-12-08,AG,AG.SHF,32,1.0,9,15,3951.0,2017-11-30,-73260.0,-0.05618830675778284,0,,,22.0
62,3847.0,2017-12-05,AG,AG.SHF,33,1.0,2,15,3845.0,2017-12-04,25830.0,0.0005201560468140442,0,,,861.0
63,3729.0,2017-12-08,AG,AG.SHF,34,1.0,5,15,3845.0,2017-12-04,-12180.0,-0.030169050715214564,0,,,7.0
64,3729.0,2017-12-08,AG,AG.SHF,35,1.0,3,15,3835.0,2017-12-06,-4770.0,-0.027640156453715776,0,,,3.0
65,3729.0,2017-12-08,AG,AG.SHF,36,1.0,2,15,3792.0,2017-12-07,-8505.0,-0.01661392405063291,0,,,9.0
66,3736.0,2017-12-11,AG,AG.SHF,37,1.0,18,15,3988.0,2017-11-24,-548100.0,-0.06318956870611836,0,,,145.0
67,3746.0,2017-12-12,AG,AG.SHF,38,1.0,19,15,3988.0,2017-11-24,-105270.0,-0.06068204613841525,0,,,29.0
68,3878.0,2018-01-29,AG,AG.SHF,39,1.0,4,15,3899.0,2018-01-26,-266175.0,-0.005385996409335727,0,,,845.0
69,3843.0,2018-01-31,AG,AG.SHF,40,1.0,6,15,3899.0,2018-01-26,-231840.0,-0.01436265709156194,0,,,276.0
70,3843.0,2018-01-31,AG,AG.SHF,41,1.0,2,15,3859.0,2018-01-30,-207120.0,-0.004146151852811609,0,,,863.0
71,3837.0,2018-02-01,AG,AG.SHF,42,1.0,7,15,3899.0,2018-01-26,-540330.0,-0.015901513208515003,0,,,581.0
72,3702.0,2018-02-08,AG,AG.SHF,43,-1.0,3,15,3739.0,2018-02-06,496170.0,0.009895694035838459,0,,,894.0
73,3702.0,2018-02-08,AG,AG.SHF,44,-1.0,2,15,3736.0,2018-02-07,446760.0,0.009100642398286937,0,,,876.0
74,3758.0,2018-05-04,AG,AG.SHF,45,1.0,15,15,3762.0,2018-04-20,-53160.0,-0.001063264221158958,0,,,886.0
75,3691.0,2018-04-24,AG,AG.SHF,46,1.0,2,15,3748.0,2018-04-23,-757530.0,-0.015208110992529349,0,,,886.0
76,3758.0,2018-05-04,AG,AG.SHF,47,1.0,12,15,3748.0,2018-04-23,900.0,0.0026680896478121665,0,,,6.0
77,3758.0,2018-05-04,AG,AG.SHF,48,1.0,10,15,3676.0,2018-04-25,15990.0,0.022306855277475515,0,,,13.0
78,3758.0,2018-05-04,AG,AG.SHF,49,1.0,9,15,3664.0,2018-04-26,2820.0,0.025655021834061136,0,,,2.0
79,3615.0,2018-05-02,AG,AG.SHF,50,1.0,6,15,3670.0,2018-04-27,-747450.0,-0.014986376021798364,0,,,906.0
80,3758.0,2018-05-04,AG,AG.SHF,51,1.0,8,15,3670.0,2018-04-27,5280.0,0.023978201634877384,0,,,4.0
81,3758.0,2018-05-04,AG,AG.SHF,52,1.0,2,15,3737.0,2018-05-03,292320.0,0.00561948086700562,0,,,928.0
82,3733.0,2018-06-19,AG,AG.SHF,53,1.0,5,15,3886.0,2018-06-15,-1982880.0,-0.03937210499227998,0,,,864.0
83,3732.0,2018-06-21,AG,AG.SHF,54,-1.0,2,15,3726.0,2018-06-20,-17820.0,-0.001610305958132045,0,,,198.0
84,3649.0,2018-07-20,AG,AG.SHF,55,-1.0,2,15,3664.0,2018-07-19,450.0,0.004093886462882096,0,,,2.0
85,3680.0,2018-07-23,AG,AG.SHF,56,-1.0,5,15,3664.0,2018-07-19,-480.0,-0.004366812227074236,0,,,2.0
86,3686.0,2018-07-24,AG,AG.SHF,57,-1.0,6,15,3664.0,2018-07-19,-2310.0,-0.006004366812227074,0,,,7.0
87,3692.0,2018-07-25,AG,AG.SHF,58,-1.0,7,15,3664.0,2018-07-19,-759360.0,-0.007641921397379912,0,,,1808.0
88,3539.0,2018-08-20,AG,AG.SHF,59,-1.0,4,15,3531.0,2018-08-17,-120.0,-0.0022656471254602095,0,,,1.0
89,3555.0,2018-08-23,AG,AG.SHF,60,-1.0,7,15,3531.0,2018-08-17,-135720.0,-0.006796941376380629,0,,,377.0
90,3555.0,2018-08-23,AG,AG.SHF,61,-1.0,3,15,3547.0,2018-08-21,-29880.0,-0.002255427121511136,0,,,249.0
91,3555.0,2018-08-23,AG,AG.SHF,62,-1.0,2,15,3547.0,2018-08-22,-150000.0,-0.002255427121511136,0,,,1250.0
92,3707.0,2019-01-03,AG,AG.SHF,63,1.0,2,15,3700.0,2019-01-02,189210.0,0.0018918918918918919,0,,,1802.0
93,2894.0,2017-05-10,HC,HC.SHF,1,-1.0,6,10,2904.0,2017-05-05,115300.0,0.003443526170798898,0,,,1153.0
94,2925.0,2017-05-09,HC,HC.SHF,2,-1.0,2,10,2905.0,2017-05-08,-5200.0,-0.0068846815834767644,0,,,26.0
95,2894.0,2017-05-10,HC,HC.SHF,3,-1.0,3,10,2905.0,2017-05-08,60830.0,0.0037865748709122204,0,,,553.0
96,4148.0,2017-10-16,HC,HC.SHF,4,1.0,4,10,4000.0,2017-10-13,925000.0,0.037,0,,,625.0
97,4089.0,2018-02-28,HC,HC.SHF,5,1.0,2,10,4085.0,2018-02-27,32680.0,0.0009791921664626683,0,,,817.0
98,3516.0,2018-04-10,HC,HC.SHF,6,-1.0,16,10,3536.0,2018-03-26,113200.0,0.005656108597285068,0,,,566.0
99,3516.0,2018-04-10,HC,HC.SHF,7,-1.0,15,10,3520.0,2018-03-27,120.0,0.0011363636363636363,0,,,3.0
100,3711.0,2018-04-02,HC,HC.SHF,8,-1.0,6,10,3593.0,2018-03-28,-30680.0,-0.0328416365154467,0,,,26.0
101,3711.0,2018-04-02,HC,HC.SHF,9,-1.0,5,10,3582.0,2018-03-29,-903000.0,-0.036013400335008376,0,,,700.0
102,3711.0,2018-04-02,HC,HC.SHF,10,-1.0,4,10,3633.0,2018-03-30,-1058460.0,-0.021469859620148638,0,,,1357.0
103,3516.0,2018-04-10,HC,HC.SHF,11,-1.0,14,10,3593.0,2018-03-28,78540.0,0.021430559421096576,0,,,102.0
104,3705.0,2018-04-04,HC,HC.SHF,12,-1.0,2,10,3718.0,2018-04-03,174460.0,0.0034965034965034965,0,,,1342.0
105,3516.0,2018-04-10,HC,HC.SHF,13,-1.0,8,10,3718.0,2018-04-03,1375620.0,0.05433028509951587,0,,,681.0
106,3516.0,2018-04-10,HC,HC.SHF,14,-1.0,2,10,3419.0,2018-04-09,-1300770.0,-0.028370868675051186,0,,,1341.0
107,3872.0,2018-06-22,HC,HC.SHF,15,-1.0,3,10,3843.0,2018-06-20,-83810.0,-0.0075461878740567265,0,,,289.0
108,3872.0,2018-06-22,HC,HC.SHF,16,-1.0,2,10,3902.0,2018-06-21,9300.0,0.007688364941055869,0,,,31.0
109,3993.0,2018-09-17,HC,HC.SHF,17,-1.0,6,10,3988.0,2018-09-12,-42000.0,-0.0012537612838515546,0,,,840.0
110,4010.0,2018-09-14,HC,HC.SHF,18,-1.0,2,10,3971.0,2018-09-13,-8190.0,-0.009821203727020902,0,,,21.0
111,3993.0,2018-09-17,HC,HC.SHF,19,-1.0,5,10,3971.0,2018-09-13,-363440.0,-0.00554016620498615,0,,,1652.0
112,3866.0,2018-10-22,HC,HC.SHF,20,-1.0,4,10,3850.0,2018-10-19,-640.0,-0.004155844155844156,0,,,4.0
113,3905.0,2018-10-23,HC,HC.SHF,21,-1.0,5,10,3850.0,2018-10-19,-15400.0,-0.014285714285714285,0,,,28.0
114,3860.0,2018-10-24,HC,HC.SHF,22,-1.0,6,10,3850.0,2018-10-19,-256300.0,-0.0025974025974025974,0,,,2563.0
115,3180.0,2018-12-03,HC,HC.SHF,23,-1.0,5,10,3201.0,2018-11-29,164010.0,0.006560449859418931,0,,,781.0
116,3180.0,2018-12-03,HC,HC.SHF,24,-1.0,4,10,3210.0,2018-11-30,77400.0,0.009345794392523364,0,,,258.0
117,5950.0,2016-09-21,V,V.DCE,1,1.0,2,5,5920.0,2016-09-20,253800.0,0.005067567567567568,0,,,1692.0
118,5880.0,2017-05-02,V,V.DCE,2,1.0,5,5,5795.0,2017-04-28,1473050.0,0.014667817083692839,0,,,3466.0
119,7395.0,2017-08-07,V,V.DCE,3,1.0,5,5,7140.0,2017-08-03,715275.0,0.03571428571428571,0,,,561.0
120,7395.0,2017-08-07,V,V.DCE,4,1.0,4,5,7100.0,2017-08-04,212400.0,0.04154929577464789,0,,,144.0
121,6755.0,2018-05-21,V,V.DCE,5,-1.0,4,5,6760.0,2018-05-18,12450.0,0.0007396449704142012,0,,,498.0
122,6825.0,2018-05-22,V,V.DCE,6,-1.0,5,5,6760.0,2018-05-18,-4225.0,-0.009615384615384616,0,,,13.0
123,6755.0,2018-05-23,V,V.DCE,7,-1.0,6,5,6760.0,2018-05-18,24450.0,0.0007396449704142012,0,,,978.0
124,6350.0,2018-12-07,V,V.DCE,8,-1.0,4,5,6355.0,2018-12-04,19725.0,0.0007867820613690008,0,,,789.0
125,6350.0,2018-12-07,V,V.DCE,9,-1.0,3,5,6405.0,2018-12-05,68475.0,0.00858704137392662,0,,,249.0
126,6350.0,2018-12-07,V,V.DCE,10,-1.0,2,5,6450.0,2018-12-06,258000.0,0.015503875968992248,0,,,516.0
127,2326.0,2016-03-25,FU,FU.SHF,1,-1.0,3,10,2444.0,2016-03-23,2493340.0,0.04828150572831424,0,,,2113.0
128,2326.0,2016-03-25,FU,FU.SHF,2,-1.0,2,10,2444.0,2016-03-24,2335220.0,0.04828150572831424,0,,,1979.0
129,2587.0,2016-06-14,FU,FU.SHF,3,1.0,8,10,2608.0,2016-06-07,-788340.0,-0.008052147239263804,0,,,3754.0
130,2587.0,2016-06-14,FU,FU.SHF,4,1.0,7,10,2585.0,2016-06-08,1220.0,0.0007736943907156673,0,,,61.0
131,2587.0,2016-06-14,FU,FU.SHF,5,1.0,2,10,2500.0,2016-06-13,10440.0,0.0348,0,,,12.0
132,2538.0,2016-08-25,FU,FU.SHF,6,-1.0,2,10,2527.0,2016-08-24,-16940.0,-0.004352987732489117,0,,,154.0
133,2610.0,2016-08-26,FU,FU.SHF,7,-1.0,3,10,2527.0,2016-08-24,-3187200.0,-0.032845271072417886,0,,,3840.0
134,2788.0,2016-11-03,FU,FU.SHF,8,1.0,2,10,2776.0,2016-11-02,215880.0,0.004322766570605188,0,,,1799.0
135,2850.0,2016-11-14,FU,FU.SHF,9,1.0,4,10,2929.0,2016-11-11,-685720.0,-0.026971662683509732,0,,,868.0
136,4093.0,2016-12-19,FU,FU.SHF,10,-1.0,4,10,4200.0,2016-12-16,2492030.0,0.025476190476190475,0,,,2329.0
137,4102.0,2017-02-16,FU,FU.SHF,11,-1.0,2,10,4428.0,2017-02-15,3690320.0,0.07362240289069558,0,,,1132.0
138,3699.0,2017-03-31,FU,FU.SHF,12,1.0,3,10,3700.0,2017-03-29,-12850.0,-0.0002702702702702703,0,,,1285.0
139,3699.0,2017-03-31,FU,FU.SHF,13,1.0,2,10,3915.0,2017-03-30,-2885760.0,-0.05517241379310345,0,,,1336.0
140,3678.0,2017-04-06,FU,FU.SHF,14,-1.0,2,10,3678.0,2017-04-05,-0.0,-0.0,0,,,461.0
141,3699.0,2017-04-13,FU,FU.SHF,15,-1.0,9,10,3678.0,2017-04-05,-190260.0,-0.005709624796084829,0,,,906.0
142,3699.0,2017-04-13,FU,FU.SHF,16,-1.0,7,10,3678.0,2017-04-07,-95130.0,-0.005709624796084829,0,,,453.0
143,3678.0,2017-04-11,FU,FU.SHF,17,-1.0,2,10,3678.0,2017-04-10,-0.0,-0.0,0,,,1360.0
144,4010.0,2017-06-05,FU,FU.SHF,18,1.0,5,10,3779.0,2017-06-01,1161930.0,0.061127282349828,0,,,503.0
145,4010.0,2017-06-05,FU,FU.SHF,19,1.0,4,10,4010.0,2017-06-02,0.0,0.0,0,,,19.0
146,3790.0,2017-07-27,FU,FU.SHF,20,-1.0,2,10,3790.0,2017-07-26,-0.0,-0.0,0,,,1319.0
147,3790.0,2017-07-31,FU,FU.SHF,21,-1.0,4,10,3790.0,2017-07-28,-0.0,-0.0,0,,,660.0
148,3978.0,2017-08-02,FU,FU.SHF,22,-1.0,2,10,3790.0,2017-08-01,-2479720.0,-0.049604221635883905,0,,,1319.0
149,3835.0,2017-08-10,FU,FU.SHF,23,1.0,8,10,3830.0,2017-08-03,25150.0,0.0013054830287206266,0,,,503.0
150,3835.0,2017-08-10,FU,FU.SHF,24,1.0,7,10,3830.0,2017-08-04,7500.0,0.0013054830287206266,0,,,150.0
151,3638.0,2017-08-08,FU,FU.SHF,25,1.0,2,10,3830.0,2017-08-07,-2507520.0,-0.050130548302872065,0,,,1306.0
152,3835.0,2017-08-10,FU,FU.SHF,26,1.0,4,10,3830.0,2017-08-07,32600.0,0.0013054830287206266,0,,,652.0
153,3835.0,2017-08-10,FU,FU.SHF,27,1.0,2,10,3653.0,2017-08-09,2628080.0,0.0498220640569395,0,,,1444.0
154,3791.0,2017-09-29,FU,FU.SHF,28,-1.0,4,10,3791.0,2017-09-26,-0.0,-0.0,0,,,1759.0
155,3791.0,2017-10-11,FU,FU.SHF,29,-1.0,16,10,3791.0,2017-09-26,-0.0,-0.0,0,,,220.0
156,3791.0,2017-10-31,FU,FU.SHF,30,-1.0,36,10,3791.0,2017-09-26,-0.0,-0.0,0,,,659.0
157,3791.0,2017-10-13,FU,FU.SHF,31,-1.0,2,10,3791.0,2017-10-12,-0.0,-0.0,0,,,220.0
158,3791.0,2017-10-31,FU,FU.SHF,32,-1.0,16,10,3791.0,2017-10-16,-0.0,-0.0,0,,,220.0
159,3791.0,2017-10-31,FU,FU.SHF,33,-1.0,12,10,3791.0,2017-10-20,-0.0,-0.0,0,,,1759.0
160,3791.0,2017-11-02,FU,FU.SHF,34,-1.0,2,10,3791.0,2017-11-01,-0.0,-0.0,0,,,2638.0
161,3791.0,2017-11-06,FU,FU.SHF,35,-1.0,4,10,3791.0,2017-11-03,-0.0,-0.0,0,,,2638.0
